min,max,mean,std,median,p01,p05,p25,p75,p95,p99,nonzero_fraction,filename,patient_id,slice,split
0.0,173.0,18.600337982177734,25.019329071044922,0.0,0.0,0.0,0.0,42.0,62.0,79.0,0.3972124630177515,BraTS2021_00346_flair_25.png,BraTS2021_00346,25,train
0.0,229.0,15.6776762008667,25.231382369995117,0.0,0.0,0.0,0.0,38.0,63.0,83.0,0.3207747781065089,BraTS2021_00346_flair_5.png,BraTS2021_00346,5,train
0.0,128.0,16.565458297729492,22.59465217590332,0.0,0.0,0.0,0.0,41.0,55.0,67.0,0.37044656065088755,BraTS2021_00347_flair_50.png,BraTS2021_00347,50,train
0.0,114.0,15.327593803405762,22.27768325805664,0.0,0.0,0.0,0.0,40.0,55.0,67.0,0.3421089127218935,BraTS2021_00347_flair_55.png,BraTS2021_00347,55,train
0.0,116.0,13.518329620361328,21.415054321289062,0.0,0.0,0.0,0.0,36.0,54.0,65.0,0.30582008136094674,BraTS2021_00347_flair_60.png,BraTS2021_00347,60,train
0.0,108.0,11.559333801269531,20.073150634765625,0.0,0.0,0.0,0.0,25.0,52.0,63.0,0.26666512573964496,BraTS2021_00347_flair_65.png,BraTS2021_00347,65,train
0.0,199.0,30.55558967590332,41.26055145263672,0.0,0.0,0.0,0.0,75.0,102.0,117.0,0.3737287352071006,BraTS2021_00348_flair_26.png,BraTS2021_00348,26,train
0.0,191.0,30.98883628845215,41.48112106323242,0.0,0.0,0.0,0.0,75.0,102.0,118.0,0.37802792159763315,BraTS2021_00348_flair_31.png,BraTS2021_00348,31,train
0.0,192.0,30.735807418823242,41.47201919555664,0.0,0.0,0.0,0.0,76.0,102.0,117.0,0.3761094674556213,BraTS2021_00348_flair_36.png,BraTS2021_00348,36,train
0.0,164.0,29.40370750427246,40.65232849121094,0.0,0.0,0.0,0.0,75.0,99.0,116.0,0.366563424556213,BraTS2021_00348_flair_41.png,BraTS2021_00348,41,train
0.0,153.0,28.726215362548828,40.50625991821289,0.0,0.0,0.0,0.0,75.0,98.0,115.0,0.3513082470414201,BraTS2021_00348_flair_46.png,BraTS2021_00348,46,train
0.0,152.0,27.62562370300293,40.561614990234375,0.0,0.0,0.0,0.0,75.0,99.0,114.0,0.3300896819526627,BraTS2021_00348_flair_51.png,BraTS2021_00348,51,train
0.0,141.0,25.57382583618164,39.795135498046875,0.0,0.0,0.0,0.0,73.0,99.0,114.0,0.3046412721893491,BraTS2021_00348_flair_56.png,BraTS2021_00348,56,train
0.0,144.0,22.194202423095703,37.62345886230469,0.0,0.0,0.0,0.0,55.0,95.0,112.0,0.2716115014792899,BraTS2021_00348_flair_61.png,BraTS2021_00348,61,train
0.0,143.0,18.842363357543945,35.46638488769531,0.0,0.0,0.0,0.0,0.0,93.0,111.0,0.23587740384615385,BraTS2021_00348_flair_66.png,BraTS2021_00348,66,train
0.0,116.0,24.892242431640625,35.83750534057617,0.0,0.0,0.0,0.0,70.0,87.0,94.0,0.3559772559171598,BraTS2021_00349_flair_41.png,BraTS2021_00349,41,train
0.0,119.0,24.482479095458984,36.422569274902344,0.0,0.0,0.0,0.0,71.0,88.0,95.0,0.3382026627218935,BraTS2021_00349_flair_46.png,BraTS2021_00349,46,train
0.0,113.0,23.10026741027832,36.30949783325195,0.0,0.0,0.0,0.0,63.0,90.0,96.0,0.3121995192307692,BraTS2021_00349_flair_51.png,BraTS2021_00349,51,train
0.0,111.0,20.866979598999023,35.48436737060547,0.0,0.0,0.0,0.0,39.0,91.0,96.0,0.2776442307692308,BraTS2021_00349_flair_56.png,BraTS2021_00349,56,train
0.0,118.0,17.83258628845215,33.841529846191406,0.0,0.0,0.0,0.0,0.0,90.0,97.0,0.23747226331360946,BraTS2021_00349_flair_61.png,BraTS2021_00349,61,train
0.0,120.0,14.732525825500488,31.721647262573242,0.0,0.0,0.0,0.0,0.0,91.0,98.0,0.19323224852071005,BraTS2021_00349_flair_66.png,BraTS2021_00349,66,train
0.0,183.0,35.43669128417969,55.17084884643555,0.0,0.0,0.0,0.0,103.0,135.0,147.0,0.3047337278106509,BraTS2021_00350_flair_0.png,BraTS2021_00350,0,train
0.0,195.0,41.894371032714844,58.35964584350586,0.0,0.0,0.0,0.0,115.0,138.0,151.0,0.3580112795857988,BraTS2021_00350_flair_10.png,BraTS2021_00350,10,train
0.0,185.0,44.34435272216797,59.4818115234375,0.0,0.0,0.0,0.0,117.0,140.0,152.0,0.3744452662721893,BraTS2021_00350_flair_15.png,BraTS2021_00350,15,train
0.0,188.0,46.663116455078125,60.147377014160156,0.0,0.0,0.0,0.0,119.0,139.0,151.0,0.3913646449704142,BraTS2021_00350_flair_20.png,BraTS2021_00350,20,train
0.0,191.0,47.219398498535156,60.188316345214844,0.0,0.0,0.0,0.0,120.0,139.0,149.0,0.3998012204142012,BraTS2021_00350_flair_25.png,BraTS2021_00350,25,train
0.0,181.0,39.24066162109375,57.07659912109375,0.0,0.0,0.0,0.0,112.0,137.0,150.0,0.3367002588757396,BraTS2021_00350_flair_5.png,BraTS2021_00350,5,train
0.0,184.0,39.16172790527344,52.34367370605469,0.0,0.0,0.0,0.0,98.0,128.0,147.0,0.40155787721893493,BraTS2021_00351_flair_43.png,BraTS2021_00351,43,train
0.0,183.0,38.35440444946289,52.17809295654297,0.0,0.0,0.0,0.0,98.0,127.8499984741211,145.0,0.3820497411242604,BraTS2021_00351_flair_48.png,BraTS2021_00351,48,train
0.0,186.0,35.1247444152832,50.89752960205078,0.0,0.0,0.0,0.0,94.0,126.0,143.0,0.3547753328402367,BraTS2021_00351_flair_53.png,BraTS2021_00351,53,train
0.0,176.0,31.693925857543945,49.4453239440918,0.0,0.0,0.0,0.0,86.0,124.0,140.0,0.32223095414201186,BraTS2021_00351_flair_58.png,BraTS2021_00351,58,train
0.0,195.0,27.22457504272461,47.015480041503906,0.0,0.0,0.0,0.0,42.0,123.0,141.0,0.28534116124260356,BraTS2021_00351_flair_63.png,BraTS2021_00351,63,train
0.0,186.0,22.603965759277344,44.42616653442383,0.0,0.0,0.0,0.0,0.0,122.0,141.0,0.2417021079881657,BraTS2021_00351_flair_68.png,BraTS2021_00351,68,train
0.0,192.0,20.224689483642578,29.683496475219727,0.0,0.0,0.0,0.0,51.0,73.0,94.0,0.34883505917159763,BraTS2021_00352_flair_40.png,BraTS2021_00352,40,train
0.0,157.0,18.752912521362305,28.797527313232422,0.0,0.0,0.0,0.0,49.0,72.0,89.0,0.3299509985207101,BraTS2021_00352_flair_45.png,BraTS2021_00352,45,train
0.0,127.0,16.745168685913086,27.12774085998535,0.0,0.0,0.0,0.0,42.0,69.0,81.0,0.3037398298816568,BraTS2021_00352_flair_50.png,BraTS2021_00352,50,train
0.0,107.0,14.419748306274414,25.248428344726562,0.0,0.0,0.0,0.0,22.0,67.0,77.0,0.2714265902366864,BraTS2021_00352_flair_55.png,BraTS2021_00352,55,train
0.0,145.0,11.924417495727539,23.23316192626953,0.0,0.0,0.0,0.0,0.0,64.0,75.0,0.23479105029585798,BraTS2021_00352_flair_60.png,BraTS2021_00352,60,train
0.0,101.0,9.05947208404541,20.40743637084961,0.0,0.0,0.0,0.0,0.0,61.0,72.0,0.18847078402366865,BraTS2021_00352_flair_65.png,BraTS2021_00352,65,train
0.0,155.0,19.35484504699707,30.15252685546875,0.0,0.0,0.0,0.0,52.0,76.0,91.0,0.31354012573964496,BraTS2021_00353_flair_0.png,BraTS2021_00353,0,train
0.0,169.0,22.70980453491211,31.201745986938477,0.0,0.0,0.0,0.0,55.0,78.0,94.0,0.37939164201183434,BraTS2021_00353_flair_10.png,BraTS2021_00353,10,train
0.0,187.0,23.979751586914062,31.284988403320312,0.0,0.0,0.0,0.0,57.0,77.0,92.0,0.40215883875739644,BraTS2021_00353_flair_15.png,BraTS2021_00353,15,train
0.0,208.0,24.845922470092773,31.466772079467773,0.0,0.0,0.0,0.0,58.0,77.0,93.0,0.4187315088757396,BraTS2021_00353_flair_20.png,BraTS2021_00353,20,train
0.0,192.0,25.236433029174805,31.332738876342773,0.0,0.0,0.0,0.0,58.0,76.0,92.0,0.4267520340236686,BraTS2021_00353_flair_25.png,BraTS2021_00353,25,train
0.0,178.0,21.290264129638672,30.746028900146484,0.0,0.0,0.0,0.0,54.0,77.0,93.0,0.3519323224852071,BraTS2021_00353_flair_5.png,BraTS2021_00353,5,train
0.0,137.0,14.143930435180664,23.551660537719727,0.0,0.0,0.0,0.0,37.0,61.0,71.0,0.2846939718934911,BraTS2021_00356_flair_0.png,BraTS2021_00356,0,train
0.0,102.0,15.886580467224121,23.093372344970703,0.0,0.0,0.0,0.0,42.0,57.0,67.0,0.3382026627218935,BraTS2021_00356_flair_48.png,BraTS2021_00356,48,train
0.0,90.0,14.892474174499512,22.996212005615234,0.0,0.0,0.0,0.0,41.0,57.0,67.0,0.31171412721893493,BraTS2021_00356_flair_53.png,BraTS2021_00356,53,train
0.0,86.0,13.019554138183594,21.775787353515625,0.0,0.0,0.0,0.0,35.0,56.0,64.0,0.2775055473372781,BraTS2021_00356_flair_58.png,BraTS2021_00356,58,train
0.0,89.0,11.012157440185547,20.360553741455078,0.0,0.0,0.0,0.0,0.0,54.0,64.0,0.2414016272189349,BraTS2021_00356_flair_63.png,BraTS2021_00356,63,train
0.0,98.0,9.023137092590332,19.063007354736328,0.0,0.0,0.0,0.0,0.0,54.0,64.0,0.20176127958579881,BraTS2021_00356_flair_68.png,BraTS2021_00356,68,train
0.0,127.0,14.231762886047363,22.150028228759766,0.0,0.0,0.0,0.0,37.0,56.0,68.0,0.31820913461538464,BraTS2021_00359_flair_0.png,BraTS2021_00359,0,train
0.0,146.0,15.870285034179688,23.04389190673828,0.0,0.0,0.0,0.0,40.0,57.0,73.0,0.35366586538461536,BraTS2021_00359_flair_5.png,BraTS2021_00359,5,train
0.0,141.0,17.00397491455078,27.587158203125,0.0,0.0,0.0,0.0,45.0,70.0,84.0,0.2971985946745562,BraTS2021_00364_flair_0.png,BraTS2021_00364,0,train
0.0,153.0,18.92917823791504,28.118244171142578,0.0,0.0,0.0,0.0,49.0,70.0,85.0,0.339219674556213,BraTS2021_00364_flair_10.png,BraTS2021_00364,10,train
0.0,193.0,19.375717163085938,27.793989181518555,0.0,0.0,0.0,0.0,50.0,69.0,83.0,0.3544055103550296,BraTS2021_00364_flair_15.png,BraTS2021_00364,15,train
0.0,141.0,18.30593490600586,27.817733764648438,0.0,0.0,0.0,0.0,48.0,70.0,85.0,0.32798631656804733,BraTS2021_00364_flair_5.png,BraTS2021_00364,5,train
0.0,211.0,14.142912864685059,24.44416618347168,0.0,0.0,0.0,0.0,32.0,58.0,99.0,0.2994175295857988,BraTS2021_00366_flair_0.png,BraTS2021_00366,0,train
0.0,147.0,11.18056583404541,19.633485794067383,0.0,0.0,0.0,0.0,29.0,50.0,60.0,0.25984652366863903,BraTS2021_00366_flair_59.png,BraTS2021_00366,59,train
0.0,160.0,9.372920036315918,18.456256866455078,0.0,0.0,0.0,0.0,0.0,47.0,60.0,0.2200212647928994,BraTS2021_00366_flair_64.png,BraTS2021_00366,64,train
0.0,153.0,8.263290405273438,18.043947219848633,0.0,0.0,0.0,0.0,0.0,47.0,63.0,0.19154493343195267,BraTS2021_00366_flair_69.png,BraTS2021_00366,69,train
0.0,148.0,15.920811653137207,23.445100784301758,0.0,0.0,0.0,0.0,37.0,61.0,75.0,0.3547291050295858,BraTS2021_00367_flair_0.png,BraTS2021_00367,0,train
0.0,168.0,28.837116241455078,45.428218841552734,0.0,0.0,0.0,0.0,78.0,115.0,130.0,0.30998058431952663,BraTS2021_00369_flair_0.png,BraTS2021_00369,0,train
0.0,195.0,12.531157493591309,25.06795883178711,0.0,0.0,0.0,0.0,0.0,64.0,82.0,0.22432045118343194,BraTS2021_00370_flair_68.png,BraTS2021_00370,68,train
0.0,136.0,15.714982032775879,25.257877349853516,0.0,0.0,0.0,0.0,41.0,65.0,78.0,0.30232988165680474,BraTS2021_00371_flair_0.png,BraTS2021_00371,0,train
0.0,111.0,14.330852508544922,19.725963592529297,0.0,0.0,0.0,0.0,35.0,49.0,60.0,0.382188424556213,BraTS2021_00373_flair_15.png,BraTS2021_00373,15,train
0.0,100.0,14.502057075500488,19.327350616455078,0.0,0.0,0.0,0.0,35.0,47.0,58.0,0.39466993343195267,BraTS2021_00373_flair_20.png,BraTS2021_00373,20,train
0.0,109.0,14.142404556274414,18.520618438720703,0.0,0.0,0.0,0.0,34.0,45.0,54.0,0.3983450443786982,BraTS2021_00373_flair_25.png,BraTS2021_00373,25,train
0.0,124.0,14.143121719360352,19.055803298950195,0.0,0.0,0.0,0.0,34.0,46.0,58.0,0.3968195266272189,BraTS2021_00373_flair_30.png,BraTS2021_00373,30,train
0.0,127.0,14.023090362548828,19.03648567199707,0.0,0.0,0.0,0.0,35.0,45.0,56.0,0.39212740384615385,BraTS2021_00373_flair_35.png,BraTS2021_00373,35,train
0.0,117.0,13.820427894592285,18.944334030151367,0.0,0.0,0.0,0.0,35.0,45.0,55.0,0.38283561390532544,BraTS2021_00373_flair_40.png,BraTS2021_00373,40,train
0.0,106.0,13.643815040588379,19.01956558227539,0.0,0.0,0.0,0.0,35.0,45.0,54.0,0.3673030695266272,BraTS2021_00373_flair_45.png,BraTS2021_00373,45,train
0.0,85.0,12.938470840454102,18.619083404541016,0.0,0.0,0.0,0.0,35.0,46.0,52.0,0.34620007396449703,BraTS2021_00373_flair_50.png,BraTS2021_00373,50,train
0.0,96.0,11.641988754272461,17.692350387573242,0.0,0.0,0.0,0.0,32.0,44.0,49.0,0.3197346523668639,BraTS2021_00373_flair_55.png,BraTS2021_00373,55,train
0.0,76.0,10.198871612548828,16.78795623779297,0.0,0.0,0.0,0.0,25.0,43.0,48.0,0.2877912352071006,BraTS2021_00373_flair_60.png,BraTS2021_00373,60,train
0.0,86.0,8.552075386047363,15.512794494628906,0.0,0.0,0.0,0.0,2.0,41.0,47.0,0.25023113905325445,BraTS2021_00373_flair_65.png,BraTS2021_00373,65,train
0.0,225.0,23.84652328491211,33.373321533203125,0.0,0.0,0.0,0.0,57.0,84.0,106.0,0.38484652366863903,BraTS2021_00376_flair_0.png,BraTS2021_00376,0,train
0.0,230.0,26.422937393188477,34.01775360107422,0.0,0.0,0.0,0.0,60.0,85.0,105.0,0.41947115384615385,BraTS2021_00376_flair_10.png,BraTS2021_00376,10,train
0.0,243.0,26.50922203063965,33.636878967285156,0.0,0.0,0.0,0.0,59.0,83.0,105.0,0.43179086538461536,BraTS2021_00376_flair_15.png,BraTS2021_00376,15,train
0.0,226.0,27.512943267822266,34.05274963378906,0.0,0.0,0.0,0.0,60.0,83.0,108.0,0.44062037721893493,BraTS2021_00376_flair_20.png,BraTS2021_00376,20,train
0.0,222.0,25.076251983642578,33.50423049926758,0.0,0.0,0.0,0.0,59.0,84.0,104.0,0.40232063609467456,BraTS2021_00376_flair_5.png,BraTS2021_00376,5,train
0.0,148.0,19.663484573364258,33.406185150146484,0.0,0.0,0.0,0.0,48.0,85.0,97.0,0.27184264053254437,BraTS2021_00377_flair_0.png,BraTS2021_00377,0,train
0.0,149.0,20.165565490722656,33.42826843261719,0.0,0.0,0.0,0.0,54.0,85.0,99.0,0.28450906065088755,BraTS2021_00377_flair_5.png,BraTS2021_00377,5,train
0.0,162.0,18.096153259277344,31.889802932739258,0.0,0.0,0.0,0.0,22.0,82.0,91.0,0.2612564718934911,BraTS2021_00377_flair_64.png,BraTS2021_00377,64,train
0.0,122.0,14.974274635314941,29.82998275756836,0.0,0.0,0.0,0.0,0.0,81.0,91.0,0.21634615384615385,BraTS2021_00377_flair_69.png,BraTS2021_00377,69,train
0.0,233.0,28.719558715820312,36.81864929199219,0.0,0.0,0.0,0.0,64.0,93.0,113.0,0.413854474852071,BraTS2021_00378_flair_28.png,BraTS2021_00378,28,train
0.0,229.0,28.48929786682129,36.86909866333008,0.0,0.0,0.0,0.0,64.0,92.0,113.0,0.4093472633136095,BraTS2021_00378_flair_33.png,BraTS2021_00378,33,train
0.0,244.0,27.340375900268555,35.88916015625,0.0,0.0,0.0,0.0,63.0,89.0,111.0,0.4022975221893491,BraTS2021_00378_flair_38.png,BraTS2021_00378,38,train
0.0,190.0,26.430103302001953,34.95856857299805,0.0,0.0,0.0,0.0,61.0,87.0,105.0,0.390625,BraTS2021_00378_flair_43.png,BraTS2021_00378,43,train
0.0,158.0,25.950027465820312,35.1654052734375,0.0,0.0,0.0,0.0,63.0,87.0,103.0,0.37416789940828404,BraTS2021_00378_flair_48.png,BraTS2021_00378,48,train
0.0,164.0,24.25894546508789,34.70048904418945,0.0,0.0,0.0,0.0,61.0,87.0,101.0,0.3499445266272189,BraTS2021_00378_flair_53.png,BraTS2021_00378,53,train
0.0,152.0,22.22272491455078,34.08040237426758,0.0,0.0,0.0,0.0,57.0,87.0,104.0,0.3205667529585799,BraTS2021_00378_flair_58.png,BraTS2021_00378,58,train
0.0,140.0,19.06862449645996,31.939023971557617,0.0,0.0,0.0,0.0,49.0,83.0,99.0,0.28212832840236685,BraTS2021_00378_flair_63.png,BraTS2021_00378,63,train
0.0,141.0,16.178138732910156,30.097492218017578,0.0,0.0,0.0,0.0,0.0,81.0,97.0,0.24167899408284024,BraTS2021_00378_flair_68.png,BraTS2021_00378,68,train
0.0,117.0,12.175665855407715,20.422212600708008,0.0,0.0,0.0,0.0,30.0,54.0,65.0,0.28538738905325445,BraTS2021_00379_flair_0.png,BraTS2021_00379,0,train
0.0,170.0,15.057137489318848,21.88597297668457,0.0,0.0,0.0,0.0,37.0,55.0,69.0,0.3523714866863905,BraTS2021_00379_flair_10.png,BraTS2021_00379,10,train
0.0,117.0,16.170072555541992,21.994970321655273,0.0,0.0,0.0,0.0,38.0,55.0,69.0,0.3837832840236686,BraTS2021_00379_flair_15.png,BraTS2021_00379,15,train
0.0,174.0,16.32308578491211,21.876005172729492,0.0,0.0,0.0,0.0,38.0,54.0,69.0,0.3920580621301775,BraTS2021_00379_flair_20.png,BraTS2021_00379,20,train
0.0,139.0,16.188425064086914,21.731483459472656,0.0,0.0,0.0,0.0,37.0,54.0,68.0,0.39293639053254437,BraTS2021_00379_flair_25.png,BraTS2021_00379,25,train
0.0,125.0,15.856855392456055,21.722946166992188,0.0,0.0,0.0,0.0,37.0,55.0,69.0,0.390833025147929,BraTS2021_00379_flair_30.png,BraTS2021_00379,30,train
0.0,100.0,13.776788711547852,21.258827209472656,0.0,0.0,0.0,0.0,34.0,55.0,67.0,0.32276257396449703,BraTS2021_00379_flair_5.png,BraTS2021_00379,5,train
0.0,246.0,21.124467849731445,29.32135772705078,0.0,0.0,0.0,0.0,50.0,74.0,93.0,0.37957655325443784,BraTS2021_00380_flair_23.png,BraTS2021_00380,23,train
0.0,186.0,21.414339065551758,29.429903030395508,0.0,0.0,0.0,0.0,50.0,74.0,91.0,0.38410687869822485,BraTS2021_00380_flair_28.png,BraTS2021_00380,28,train
0.0,180.0,21.49808120727539,29.797340393066406,0.0,0.0,0.0,0.0,51.0,74.0,93.0,0.383436575443787,BraTS2021_00380_flair_33.png,BraTS2021_00380,33,train
0.0,230.0,20.702592849731445,29.173341751098633,0.0,0.0,0.0,0.0,49.0,73.0,92.0,0.3774269600591716,BraTS2021_00380_flair_38.png,BraTS2021_00380,38,train
0.0,184.0,20.678600311279297,29.502079010009766,0.0,0.0,0.0,0.0,50.0,73.0,94.0,0.36737241124260356,BraTS2021_00380_flair_43.png,BraTS2021_00380,43,train
0.0,213.0,19.51250457763672,28.545808792114258,0.0,0.0,0.0,0.0,49.0,72.0,87.0,0.3492742233727811,BraTS2021_00380_flair_48.png,BraTS2021_00380,48,train
0.0,241.0,17.8768253326416,27.8021297454834,0.0,0.0,0.0,0.0,45.0,71.0,86.0,0.3241262943786982,BraTS2021_00380_flair_53.png,BraTS2021_00380,53,train
0.0,155.0,15.183478355407715,25.808879852294922,0.0,0.0,0.0,0.0,31.0,67.0,84.0,0.2922291050295858,BraTS2021_00380_flair_58.png,BraTS2021_00380,58,train
0.0,154.0,13.18421745300293,24.60454750061035,0.0,0.0,0.0,0.0,4.0,66.0,81.0,0.25251941568047337,BraTS2021_00380_flair_63.png,BraTS2021_00380,63,train
0.0,133.0,11.214751243591309,23.263734817504883,0.0,0.0,0.0,0.0,0.0,65.0,80.0,0.21553716715976332,BraTS2021_00380_flair_68.png,BraTS2021_00380,68,train
0.0,111.0,12.796736717224121,15.76160717010498,0.0,0.0,0.0,0.0,28.0,38.0,48.0,0.4394415680473373,BraTS2021_00382_flair_29.png,BraTS2021_00382,29,train
0.0,114.0,12.254044532775879,15.4777250289917,0.0,0.0,0.0,0.0,28.0,37.0,47.0,0.4294332470414201,BraTS2021_00382_flair_34.png,BraTS2021_00382,34,train
0.0,88.0,11.67298412322998,14.99317741394043,0.0,0.0,0.0,0.0,27.0,36.0,45.0,0.4166050295857988,BraTS2021_00382_flair_39.png,BraTS2021_00382,39,train
0.0,98.0,11.507373809814453,14.845781326293945,0.0,0.0,0.0,0.0,27.0,36.0,44.0,0.3988073224852071,BraTS2021_00382_flair_44.png,BraTS2021_00382,44,train
0.0,94.0,11.025171279907227,14.905935287475586,0.0,0.0,0.0,0.0,27.0,36.0,44.0,0.37567030325443784,BraTS2021_00382_flair_49.png,BraTS2021_00382,49,train
0.0,92.0,10.122550010681152,14.604158401489258,0.0,0.0,0.0,0.0,26.0,36.0,43.0,0.34693971893491127,BraTS2021_00382_flair_54.png,BraTS2021_00382,54,train
0.0,61.0,8.77782917022705,13.789228439331055,0.0,0.0,0.0,0.0,24.0,35.0,42.0,0.3108820266272189,BraTS2021_00382_flair_59.png,BraTS2021_00382,59,train
0.0,76.0,7.452754974365234,12.986215591430664,0.0,0.0,0.0,0.0,15.0,34.0,42.0,0.27057137573964496,BraTS2021_00382_flair_64.png,BraTS2021_00382,64,train
0.0,63.0,6.193463325500488,12.259325981140137,0.0,0.0,0.0,0.0,0.0,33.0,41.0,0.22448224852071005,BraTS2021_00382_flair_69.png,BraTS2021_00382,69,train
0.0,114.0,16.9969482421875,27.340049743652344,0.0,0.0,0.0,0.0,48.0,68.0,75.0,0.2973372781065089,BraTS2021_00383_flair_0.png,BraTS2021_00383,0,train
0.0,117.0,17.6865291595459,27.624889373779297,0.0,0.0,0.0,0.0,49.0,69.0,78.0,0.32008136094674555,BraTS2021_00383_flair_10.png,BraTS2021_00383,10,train
0.0,156.0,17.332170486450195,27.389986038208008,0.0,0.0,0.0,0.0,49.0,68.0,76.0,0.30877866124260356,BraTS2021_00383_flair_5.png,BraTS2021_00383,5,train
0.0,133.0,18.78589630126953,23.720069885253906,0.0,0.0,0.0,0.0,42.0,57.0,71.0,0.4157035872781065,BraTS2021_00386_flair_38.png,BraTS2021_00386,38,train
0.0,215.0,18.031597137451172,23.59406280517578,0.0,0.0,0.0,0.0,42.0,56.0,72.0,0.3968195266272189,BraTS2021_00386_flair_43.png,BraTS2021_00386,43,train
0.0,200.0,17.034971237182617,23.399555206298828,0.0,0.0,0.0,0.0,41.0,56.0,72.0,0.3709319526627219,BraTS2021_00386_flair_48.png,BraTS2021_00386,48,train
0.0,168.0,15.41054916381836,22.707674026489258,0.0,0.0,0.0,0.0,40.0,55.0,68.0,0.33579881656804733,BraTS2021_00386_flair_53.png,BraTS2021_00386,53,train
0.0,161.0,13.613258361816406,21.930570602416992,0.0,0.0,0.0,0.0,37.0,55.0,67.0,0.2994175295857988,BraTS2021_00386_flair_58.png,BraTS2021_00386,58,train
0.0,152.0,11.715028762817383,21.113059997558594,0.0,0.0,0.0,0.0,12.0,54.0,69.0,0.25605584319526625,BraTS2021_00386_flair_63.png,BraTS2021_00386,63,train
0.0,131.0,9.698780059814453,19.83011817932129,0.0,0.0,0.0,0.0,0.0,54.0,68.0,0.2110992973372781,BraTS2021_00386_flair_68.png,BraTS2021_00386,68,train
0.0,234.0,16.990060806274414,25.809919357299805,0.0,0.0,0.0,0.0,41.0,66.0,85.0,0.3569018121301775,BraTS2021_00387_flair_42.png,BraTS2021_00387,42,train
0.0,124.0,16.511072158813477,25.180339813232422,0.0,0.0,0.0,0.0,41.0,65.0,79.0,0.33515162721893493,BraTS2021_00387_flair_47.png,BraTS2021_00387,47,train
0.0,115.0,15.70247745513916,25.078779220581055,0.0,0.0,0.0,0.0,40.0,65.0,78.0,0.30568139792899407,BraTS2021_00387_flair_52.png,BraTS2021_00387,52,train
0.0,108.0,13.99153995513916,24.242263793945312,0.0,0.0,0.0,0.0,30.0,64.0,77.0,0.27163461538461536,BraTS2021_00387_flair_57.png,BraTS2021_00387,57,train
0.0,107.0,12.053924560546875,23.03548240661621,0.0,0.0,0.0,0.0,0.0,63.0,77.0,0.23539201183431951,BraTS2021_00387_flair_62.png,BraTS2021_00387,62,train
0.0,114.0,9.671805381774902,21.21913719177246,0.0,0.0,0.0,0.0,0.0,61.0,77.0,0.19353272928994084,BraTS2021_00387_flair_67.png,BraTS2021_00387,67,train
0.0,186.0,17.993989944458008,29.258195877075195,0.0,0.0,0.0,0.0,47.0,75.0,89.0,0.29167437130177515,BraTS2021_00389_flair_0.png,BraTS2021_00389,0,train
0.0,164.0,20.600984573364258,30.882553100585938,0.0,0.0,0.0,0.0,53.0,77.0,95.0,0.3293269230769231,BraTS2021_00389_flair_10.png,BraTS2021_00389,10,train
0.0,166.0,20.741147994995117,30.203792572021484,0.0,0.0,0.0,0.0,52.0,76.0,93.0,0.3446052144970414,BraTS2021_00389_flair_15.png,BraTS2021_00389,15,train
0.0,197.0,18.996971130371094,29.78568458557129,0.0,0.0,0.0,0.0,49.0,77.0,93.0,0.3142335428994083,BraTS2021_00389_flair_5.png,BraTS2021_00389,5,train
0.0,142.0,19.30508041381836,28.816884994506836,0.0,0.0,0.0,0.0,53.0,70.0,81.0,0.32186113165680474,BraTS2021_00389_flair_52.png,BraTS2021_00389,52,train
0.0,148.0,17.007465362548828,27.252721786499023,0.0,0.0,0.0,0.0,49.0,67.0,79.0,0.29188239644970415,BraTS2021_00389_flair_57.png,BraTS2021_00389,57,train
0.0,162.0,14.748428344726562,25.721824645996094,0.0,0.0,0.0,0.0,29.0,65.0,75.0,0.258436575443787,BraTS2021_00389_flair_62.png,BraTS2021_00389,62,train
0.0,177.0,12.145687103271484,23.862070083618164,0.0,0.0,0.0,0.0,0.0,64.0,76.0,0.21784855769230768,BraTS2021_00389_flair_67.png,BraTS2021_00389,67,train
0.0,187.0,22.142473220825195,29.453243255615234,0.0,0.0,0.0,0.0,52.0,72.0,92.0,0.41161242603550297,BraTS2021_00390_flair_40.png,BraTS2021_00390,40,train
0.0,170.0,22.223003387451172,29.712623596191406,0.0,0.0,0.0,0.0,52.0,72.0,94.0,0.3956869452662722,BraTS2021_00390_flair_45.png,BraTS2021_00390,45,train
0.0,138.0,20.73499870300293,28.55418586730957,0.0,0.0,0.0,0.0,52.0,70.0,85.0,0.37275795118343197,BraTS2021_00390_flair_50.png,BraTS2021_00390,50,train
0.0,132.0,18.836214065551758,27.732784271240234,0.0,0.0,0.0,0.0,49.0,69.0,82.0,0.3428023298816568,BraTS2021_00390_flair_55.png,BraTS2021_00390,55,train
0.0,135.0,16.134845733642578,26.279861450195312,0.0,0.0,0.0,0.0,37.0,68.0,82.0,0.30401719674556216,BraTS2021_00390_flair_60.png,BraTS2021_00390,60,train
0.0,118.0,13.295696258544922,24.157175064086914,0.0,0.0,0.0,0.0,16.0,65.0,79.0,0.26250462278106507,BraTS2021_00390_flair_65.png,BraTS2021_00390,65,train
0.0,147.0,12.100337028503418,19.09807777404785,0.0,0.0,0.0,0.0,32.0,46.0,59.0,0.3153892381656805,BraTS2021_00391_flair_56.png,BraTS2021_00391,56,train
